t,x0,x1
8.54,0.0048208,-0.112287
8.55,0.00369793,-0.107982
8.56,0.00369793,-0.107982
8.57,0.00261811,-0.103344
8.58,0.00261811,-0.103344
8.59,0.00158467,-0.098391
8.6,0.00158467,-0.098391
8.61,0.000600759,-0.0931379
8.62,0.000600759,-0.0931379
8.63,-0.00033062,-0.0876026
8.64,-0.00033062,-0.0876026
8.65,-0.00120665,-0.0818035
8.66,-0.00120665,-0.0818035
8.67,-0.00202468,-0.07576
8.68,-0.00202468,-0.07576
8.69,-0.00278228,-0.0694924
8.7,-0.00278228,-0.0694924
8.71,-0.0034772,-0.0630217
8.72,-0.0034772,-0.0630217
8.73,-0.00410742,-0.0563698
8.74,-0.00410742,-0.0563698
8.75,-0.00467112,-0.049559
8.76,-0.00467112,-0.049559
8.77,-0.00516671,-0.0426123
8.78,-0.00516671,-0.0426123
8.79,-0.00559283,-0.0355534
8.8,-0.00559283,-0.0355534
8.81,-0.00594837,-0.028406
8.82,-0.00594837,-0.028406
8.83,-0.00623243,-0.0211946
8.84,-0.00623243,-0.0211946
8.85,-0.00644437,-0.0139438
8.86,-0.00644437,-0.0139438
8.87,-0.00658381,-0.00667822
8.88,-0.00658381,-0.00667822
8.89,-0.00665059,0.000577141
8.9,-0.00665059,0.000577141
8.91,-0.00664482,0.00779741
8.92,-0.00664482,0.00779741
8.93,-0.00656685,0.0149577
8.94,-0.00656685,0.0149577
8.95,-0.00641727,0.0220334
8.96,-0.00641727,0.0220334
8.97,-0.00619694,0.0289999
8.98,-0.00619694,0.0289999
8.99,-0.00590694,0.0358331
9,-0.00590694,0.0358331
9.01,-0.00554861,0.0425091
9.02,-0.00554861,0.0425091
9.03,-0.00512352,0.0490047
9.04,-0.00512352,0.0490047
9.05,-0.00463347,0.055297
9.06,-0.00463347,0.055297
9.07,-0.0040805,0.061364
9.08,-0.0040805,0.061364
9.09,-0.00346686,0.0671841
9.1,-0.00346686,0.0671841
9.11,-0.00279502,0.0727367
9.12,-0.00279502,0.0727367
9.13,-0.00206765,0.078002
9.14,-0.00206765,0.078002
9.15,-0.00128763,0.082961
9.16,-0.00128763,0.082961
9.17,-0.000458019,0.0875959
9.18,-0.000458019,0.0875959
9.19,0.00041794,0.0918897
9.2,0.00041794,0.0918897
9.21,0.00133684,0.0958267
9.22,0.00133684,0.0958267
9.23,0.0022951,0.0993922
9.24,0.0022951,0.0993922
9.25,0.00328903,0.102573
9.26,0.00328903,0.102573
9.27,0.00431476,0.105357
9.28,0.00431476,0.105357
9.29,0.00536832,0.107733
9.3,0.00536832,0.107733
9.31,0.00644565,0.109691
9.32,0.00644565,0.109691
9.33,0.00754257,0.111225
9.34,0.00754257,0.111225
9.35,0.00865481,0.112326
9.36,0.00865481,0.112326
9.37,0.00977808,0.11299
9.38,0.00977808,0.11299
9.39,0.010908,0.113214
9.4,0.010908,0.113214
9.41,0.0120401,0.112994
9.42,0.0120401,0.112994
9.43,0.0131701,0.112329
9.44,0.0131701,0.112329
9.45,0.0142933,0.111222
9.46,0.0142933,0.111222
9.47,0.0154056,0.109674
9.48,0.0154056,0.109674
9.49,0.0165023,0.107688
9.5,0.0165023,0.107688
9.51,0.0175792,0.10527
9.52,0.0175792,0.10527
9.53,0.0186319,0.102426
9.54,0.0186319,0.102426
9.55,0.0196561,0.0991659
9.56,0.0196561,0.0991659
9.57,0.0206478,0.0954978
9.58,0.0206478,0.0954978
9.59,0.0216028,0.0914332
9.6,0.0216028,0.0914332
9.61,0.0225171,0.0869846
9.62,0.0225171,0.0869846
9.63,0.023387,0.0821656
9.64,0.023387,0.0821656
9.65,0.0242086,0.0769914
9.66,0.0242086,0.0769914
9.67,0.0249785,0.0714783
9.68,0.0249785,0.0714783
9.69,0.0256933,0.0656439
9.7,0.0256933,0.0656439
9.71,0.0263497,0.0595069
9.72,0.0263497,0.0595069
9.73,0.0269448,0.0530872
9.74,0.0269448,0.0530872
9.75,0.0274757,0.0464055
9.76,0.0274757,0.0464055
9.77,0.0279397,0.0394837
9.78,0.0279397,0.0394837
9.79,0.0283346,0.0323444
9.8,0.0283346,0.0323444
9.81,0.028658,0.0250113
9.82,0.028658,0.0250113
9.83,0.0289081,0.0175086
9.84,0.0289081,0.0175086
9.85,0.0290832,0.00986122
9.86,0.0290832,0.00986122
9.87,0.0291818,0.00209478
9.88,0.0291818,0.00209478
9.89,0.0292028,-0.00576471
9.9,0.0292028,-0.00576471
9.91,0.0291451,-0.0136908
9.92,0.0291451,-0.0136908
9.93,0.0290082,-0.0216566
9.94,0.0290082,-0.0216566
9.95,0.0287917,-0.0296351
9.96,0.0287917,-0.0296351
9.97,0.0284953,-0.0375991
9.98,0.0284953,-0.0375991
9.99,0.0281193,-0.0455213
10,0.0281193,-0.0455213
10.01,0.0276641,-0.0533744
10.02,0.0276641,-0.0533744
10.03,0.0271304,-0.0611315
10.04,0.0271304,-0.0611315
10.05,0.0265191,-0.0687654
10.06,0.0265191,-0.0687654
10.07,0.0258314,-0.0762496
10.08,0.0258314,-0.0762496
10.09,0.0250689,-0.0835578
10.1,0.0250689,-0.0835578
10.11,0.0242333,-0.0906644
10.12,0.0242333,-0.0906644
10.13,0.0233267,-0.097544
10.14,0.0233267,-0.097544
10.15,0.0223512,-0.104172
10.16,0.0223512,-0.104172
10.17,0.0213095,-0.110525
10.18,0.0213095,-0.110525
10.19,0.0202043,-0.11658
10.2,0.0202043,-0.11658
10.21,0.0190385,-0.122314
10.22,0.0190385,-0.122314
10.23,0.0178153,-0.127707
10.24,0.0178153,-0.127707
10.25,0.0165383,-0.132738
10.26,0.0165383,-0.132738
10.27,0.0152109,-0.137389
10.28,0.0152109,-0.137389
10.29,0.013837,-0.141642
10.3,0.013837,-0.141642
10.31,0.0124206,-0.14548
10.32,0.0124206,-0.14548
10.33,0.0109658,-0.148888
10.34,0.0109658,-0.148888
10.35,0.00947688,-0.151852
10.36,0.00947688,-0.151852
10.37,0.00795836,-0.15436
10.38,0.00795836,-0.15436
10.39,0.00641476,-0.156401
10.4,0.00641476,-0.156401
10.41,0.00485075,-0.157965
10.42,0.00485075,-0.157965
10.43,0.00327109,-0.159045
10.44,0.00327109,-0.159045
10.45,0.00168064,-0.159634
10.46,0.00168064,-0.159634
10.47,8.42973e-05,-0.159728
10.48,8.42973e-05,-0.159728
10.49,-0.00151298,-0.159323
10.5,-0.00151298,-0.159323
10.51,-0.00310621,-0.158417
10.52,-0.00310621,-0.158417
10.53,-0.00469038,-0.157012
10.54,-0.00469038,-0.157012
10.55,-0.0062605,-0.155109
10.56,-0.0062605,-0.155109
10.57,-0.00781159,-0.15271
10.58,-0.00781159,-0.15271
10.59,-0.00933869,-0.149823
10.6,-0.00933869,-0.149823
10.61,-0.0108369,-0.146453
10.62,-0.0108369,-0.146453
10.63,-0.0123014,-0.142608
10.64,-0.0123014,-0.142608
10.65,-0.0137275,-0.138299
10.66,-0.0137275,-0.138299
10.67,-0.0151105,-0.133537
10.68,-0.0151105,-0.133537
10.69,-0.0164459,-0.128336
10.7,-0.0164459,-0.128336
10.71,-0.0177292,-0.122709
10.72,-0.0177292,-0.122709
10.73,-0.0189563,-0.116674
10.74,-0.0189563,-0.116674
10.75,-0.0201231,-0.110247
10.76,-0.0201231,-0.110247
10.77,-0.0212255,-0.103447
10.78,-0.0212255,-0.103447
10.79,-0.02226,-0.0962946
10.8,-0.02226,-0.0962946
10.81,-0.023223,-0.088811
10.82,-0.023223,-0.088811
10.83,-0.0241111,-0.0810188
10.84,-0.0241111,-0.0810188
10.85,-0.0249213,-0.0729415
10.86,-0.0249213,-0.0729415
10.87,-0.0256507,-0.0646038
10.88,-0.0256507,-0.0646038
10.89,-0.0262967,-0.0560314
10.9,-0.0262967,-0.0560314
10.91,-0.026857,-0.0472506
10.92,-0.026857,-0.0472506
10.93,-0.0273295,-0.0382887
10.94,-0.0273295,-0.0382887
10.95,-0.0277124,-0.0291738
10.96,-0.0277124,-0.0291738
10.97,-0.0280041,-0.0199342
10.98,-0.0280041,-0.0199342
10.99,-0.0282035,-0.0105991
11,-0.0282035,-0.0105991
11.01,-0.0283095,-0.00119785
11.02,-0.0283095,-0.00119785
11.03,-0.0283215,0.00823963
11.04,-0.0283215,0.00823963
11.05,-0.0282391,0.0176834
11.06,-0.0282391,0.0176834
11.07,-0.0280622,0.0271033
11.08,-0.0280622,0.0271033
11.09,-0.0277912,0.0364693
11.1,-0.0277912,0.0364693
11.11,-0.0274265,0.0457512
11.12,-0.0274265,0.0457512
11.13,-0.026969,0.0549191
11.14,-0.026969,0.0549191
11.15,-0.0264198,0.0639435
11.16,-0.0264198,0.0639435
11.17,-0.0257804,0.072795
11.18,-0.0257804,0.072795
11.19,-0.0250524,0.081445
11.2,-0.0250524,0.081445
11.21,-0.024238,0.0898652
11.22,-0.024238,0.0898652
11.23,-0.0233393,0.0980282
11.24,-0.0233393,0.0980282
11.25,-0.022359,0.105907
11.26,-0.022359,0.105907
11.27,-0.0213,0.113476
11.28,-0.0213,0.113476
11.29,-0.0201652,0.12071
11.3,-0.0201652,0.12071
11.31,-0.0189581,0.127585
11.32,-0.0189581,0.127585
11.33,-0.0176823,0.134078
11.34,-0.0176823,0.134078
11.35,-0.0163415,0.140168
11.36,-0.0163415,0.140168
11.37,-0.0149398,0.145834
11.38,-0.0149398,0.145834
11.39,-0.0134815,0.151057
11.4,-0.0134815,0.151057
11.41,-0.0119709,0.15582
11.42,-0.0119709,0.15582
11.43,-0.0104127,0.160106
11.44,-0.0104127,0.160106
11.45,-0.00881163,0.163901
11.46,-0.00881163,0.163901
11.47,-0.00717262,0.167191
11.48,-0.00717262,0.167191
11.49,-0.00550071,0.169965
11.5,-0.00550071,0.169965
11.51,-0.00380106,0.172214
11.52,-0.00380106,0.172214
11.53,-0.00207892,0.173929
11.54,-0.00207892,0.173929
11.55,-0.000339627,0.175104
11.56,-0.000339627,0.175104
11.57,0.00141141,0.175734
11.58,0.00141141,0.175734
11.59,0.00316875,0.175817
11.6,0.00316875,0.175817
11.61,0.00492692,0.175351
11.62,0.00492692,0.175351
11.63,0.00668044,0.174338
11.64,0.00668044,0.174338
11.65,0.00842381,0.17278
11.66,0.00842381,0.17278
11.67,0.0101516,0.170681
11.68,0.0101516,0.170681
11.69,0.0118584,0.168048
11.7,0.0118584,0.168048
11.71,0.0135389,0.164888
11.72,0.0135389,0.164888
11.73,0.0151878,0.161212
11.74,0.0151878,0.161212
11.75,0.0167999,0.157031
11.76,0.0167999,0.157031
11.77,0.0183702,0.152359
11.78,0.0183702,0.152359
11.79,0.0198938,0.14721
11.8,0.0198938,0.14721
11.81,0.0213659,0.1416
11.82,0.0213659,0.1416
11.83,0.0227819,0.135548
11.84,0.0227819,0.135548
11.85,0.0241374,0.129073
11.86,0.0241374,0.129073
11.87,0.0254281,0.122197
11.88,0.0254281,0.122197
11.89,0.0266501,0.114942
11.9,0.0266501,0.114942
11.91,0.0277995,0.107332
11.92,0.0277995,0.107332
11.93,0.0288728,0.0993909
11.94,0.0288728,0.0993909
11.95,0.0298667,0.091146
11.96,0.0298667,0.091146
11.97,0.0307782,0.0826241
11.98,0.0307782,0.0826241
11.99,0.0316044,0.0738536
12,0.0316044,0.0738536
12.01,0.032343,0.0648635
12.02,0.032343,0.0648635
12.03,0.0329916,0.0556839
12.04,0.0329916,0.0556839
12.05,0.0335484,0.0463454
12.06,0.0335484,0.0463454
12.07,0.0340119,0.0368792
12.08,0.0340119,0.0368792
12.09,0.0343807,0.0273171
12.1,0.0343807,0.0273171
12.11,0.0346539,0.0176914
12.12,0.0346539,0.0176914
12.13,0.0348308,0.00803449
12.14,0.0348308,0.00803449
12.15,0.0349111,-0.001621
12.16,0.0349111,-0.001621
12.17,0.0348949,-0.0112423
12.18,0.0348949,-0.0112423
12.19,0.0347825,-0.0207967
12.2,0.0347825,-0.0207967
12.21,0.0345745,-0.0302516
12.22,0.0345745,-0.0302516
12.23,0.034272,-0.0395748
12.24,0.034272,-0.0395748
12.25,0.0338763,-0.0487341
12.26,0.0338763,-0.0487341
12.27,0.0333889,-0.0576982
12.28,0.0333889,-0.0576982
12.29,0.0328119,-0.0664361
12.3,0.0328119,-0.0664361
12.31,0.0321476,-0.0749175
12.32,0.0321476,-0.0749175
12.33,0.0313984,-0.083113
12.34,0.0313984,-0.083113
12.35,0.0305673,-0.0909939
12.36,0.0305673,-0.0909939
12.37,0.0296573,-0.0985327
12.38,0.0296573,-0.0985327
12.39,0.028672,-0.105703
12.4,0.028672,-0.105703
12.41,0.027615,-0.112479
12.42,0.027615,-0.112479
12.43,0.0264902,-0.118837
12.44,0.0264902,-0.118837
12.45,0.0253018,-0.124753
12.46,0.0253018,-0.124753
12.47,0.0240543,-0.130208
12.48,0.0240543,-0.130208
12.49,0.0227522,-0.13518
12.5,0.0227522,-0.13518
12.51,0.0214004,-0.139652
12.52,0.0214004,-0.139652
12.53,0.0200039,-0.143607
12.54,0.0200039,-0.143607
12.55,0.0185678,-0.147029
12.56,0.0185678,-0.147029
12.57,0.0170975,-0.149906
12.58,0.0170975,-0.149906
12.59,0.0155985,-0.152227
12.6,0.0155985,-0.152227
12.61,0.0140762,-0.153981
12.62,0.0140762,-0.153981
12.63,0.0125364,-0.155161
12.64,0.0125364,-0.155161
12.65,0.0109848,-0.155761
12.66,0.0109848,-0.155761
12.67,0.00942716,-0.155778
12.68,0.00942716,-0.155778
12.69,0.00786938,-0.155209
12.7,0.00786938,-0.155209
12.71,0.00631729,-0.154055
12.72,0.00631729,-0.154055
12.73,0.00477674,-0.152317
12.74,0.00477674,-0.152317
12.75,0.00325357,-0.15
12.76,0.00325357,-0.15
12.77,0.00175357,-0.14711
12.78,0.00175357,-0.14711
12.79,0.000282476,-0.143654
12.8,0.000282476,-0.143654
12.81,-0.00115407,-0.139643
12.82,-0.00115407,-0.139643
12.83,-0.0025505,-0.135089
12.84,-0.0025505,-0.135089
12.85,-0.00390139,-0.130005
12.86,-0.00390139,-0.130005
12.87,-0.00520144,-0.124406
12.88,-0.00520144,-0.124406
12.89,-0.0064455,-0.118311
12.9,-0.0064455,-0.118311
12.91,-0.00762861,-0.111737
12.92,-0.00762861,-0.111737
12.93,-0.00874598,-0.104707
12.94,-0.00874598,-0.104707
12.95,-0.00979305,-0.0972414
12.96,-0.00979305,-0.0972414
12.97,-0.0107655,-0.0893652
12.98,-0.0107655,-0.0893652
12.99,-0.0116591,-0.0811036
13,-0.0116591,-0.0811036
13.01,-0.0124702,-0.0724834
13.02,-0.0124702,-0.0724834
13.03,-0.013195,-0.0635326
13.04,-0.013195,-0.0635326
13.05,-0.0138303,-0.0542805
13.06,-0.0138303,-0.0542805
13.07,-0.0143731,-0.0447576
13.08,-0.0143731,-0.0447576
13.09,-0.0148207,-0.0349955
13.1,-0.0148207,-0.0349955
13.11,-0.0151706,-0.0250264
13.12,-0.0151706,-0.0250264
13.13,-0.0154209,-0.0148836
13.14,-0.0154209,-0.0148836
13.15,-0.0155697,-0.00460097
13.16,-0.0155697,-0.00460097
13.17,-0.0156158,0.00578686
13.18,-0.0156158,0.00578686
13.19,-0.0155579,0.0162449
13.2,-0.0155579,0.0162449
13.21,-0.0153954,0.0267378
13.22,-0.0153954,0.0267378
13.23,-0.0151281,0.0372298
13.24,-0.0151281,0.0372298
13.25,-0.0147558,0.0476853
13.26,-0.0147558,0.0476853
13.27,-0.0142789,0.0580683
13.28,-0.0142789,0.0580683
13.29,-0.0136982,0.0683432
13.3,-0.0136982,0.0683432
13.31,-0.0130148,0.0784745
13.32,-0.0130148,0.0784745
13.33,-0.01223,0.0884271
13.34,-0.01223,0.0884271
13.35,-0.0113458,0.0981662
13.36,-0.0113458,0.0981662
13.37,-0.0103641,0.107658
13.38,-0.0103641,0.107658
13.39,-0.00928754,0.116868
13.4,-0.00928754,0.116868
13.41,-0.00811885,0.125766
13.42,-0.00811885,0.125766
13.43,-0.0068612,0.134317
13.44,-0.0068612,0.134317
13.45,-0.00551802,0.142493
13.46,-0.00551802,0.142493
13.47,-0.00409309,0.150264
13.48,-0.00409309,0.150264
13.49,-0.00259045,0.157601
13.5,-0.00259045,0.157601
13.51,-0.00101444,0.164477
13.52,-0.00101444,0.164477
13.53,0.000630324,0.170867
13.54,0.000630324,0.170867
13.55,0.00233899,0.176746
13.56,0.00233899,0.176746
13.57,0.00410645,0.182093
13.58,0.00410645,0.182093
13.59,0.00592739,0.186887
13.6,0.00592739,0.186887
13.61,0.00779626,0.191108
13.62,0.00779626,0.191108
13.63,0.00970734,0.19474
13.64,0.00970734,0.19474
13.65,0.0116547,0.197768
13.66,0.0116547,0.197768
13.67,0.0136324,0.200177
13.68,0.0136324,0.200177
13.69,0.0156342,0.201957
13.7,0.0156342,0.201957
13.71,0.0176538,0.203099
13.72,0.0176538,0.203099
13.73,0.0196848,0.203595
13.74,0.0196848,0.203595
13.75,0.0217207,0.203441
13.76,0.0217207,0.203441
13.77,0.0237551,0.202633
13.78,0.0237551,0.202633
13.79,0.0257815,0.201171
13.8,0.0257815,0.201171
13.81,0.0277932,0.199056
13.82,0.0277932,0.199056
13.83,0.0297837,0.196292
13.84,0.0297837,0.196292
13.85,0.0317467,0.192885
13.86,0.0317467,0.192885
13.87,0.0336755,0.188842
13.88,0.0336755,0.188842
13.89,0.0355639,0.184174
13.9,0.0355639,0.184174
13.91,0.0374057,0.178893
13.92,0.0374057,0.178893
13.93,0.0391946,0.173013
13.94,0.0391946,0.173013
13.95,0.0409247,0.16655
13.96,0.0409247,0.16655
13.97,0.0425902,0.159523
13.98,0.0425902,0.159523
13.99,0.0441854,0.151952
14,0.0441854,0.151952
14.01,0.045705,0.143858
14.02,0.045705,0.143858
14.03,0.0471435,0.135267
14.04,0.0471435,0.135267
14.05,0.0484962,0.126204
14.06,0.0484962,0.126204
14.07,0.0497583,0.116695
14.08,0.0497583,0.116695
14.09,0.0509252,0.10677
14.1,0.0509252,0.10677
14.11,0.0519929,0.0964595
14.12,0.0519929,0.0964595
14.13,0.0529575,0.0857947
14.14,0.0529575,0.0857947
14.15,0.0538155,0.0748088
14.16,0.0538155,0.0748088
14.17,0.0545635,0.0635361
14.18,0.0545635,0.0635361
14.19,0.0551989,0.0520119
14.2,0.0551989,0.0520119
14.21,0.055719,0.0402723
14.22,0.055719,0.0402723
14.23,0.0561217,0.0283546
14.24,0.0561217,0.0283546
14.25,0.0564053,0.0162964
14.26,0.0564053,0.0162964
14.27,0.0565683,0.00413618
14.28,0.0565683,0.00413618
14.29,0.0566096,-0.00808718
14.3,0.0566096,-0.00808718
14.31,0.0565287,-0.0203345
14.32,0.0565287,-0.0203345
14.33,0.0563254,-0.0325663
14.34,0.0563254,-0.0325663
14.35,0.0559997,-0.0447431
14.36,0.0559997,-0.0447431
14.37,0.0555523,-0.0568254
14.38,0.0555523,-0.0568254
14.39,0.054984,-0.068774
14.4,0.054984,-0.068774
14.41,0.0542963,-0.0805498
14.42,0.0542963,-0.0805498
14.43,0.0534908,-0.0921143
14.44,0.0534908,-0.0921143
14.45,0.0525697,-0.10343
14.46,0.0525697,-0.10343
14.47,0.0515354,-0.114458
14.48,0.0515354,-0.114458
14.49,0.0503908,-0.125164
14.5,0.0503908,-0.125164
14.51,0.0491391,-0.135511
14.52,0.0491391,-0.135511
14.53,0.047784,-0.145466
14.54,0.047784,-0.145466
14.55,0.0463294,-0.154994
14.56,0.0463294,-0.154994
14.57,0.0447794,-0.164064
14.58,0.0447794,-0.164064
14.59,0.0431388,-0.172645
14.6,0.0431388,-0.172645
14.61,0.0414123,-0.180709
14.62,0.0414123,-0.180709
14.63,0.0396053,-0.188227
14.64,0.0396053,-0.188227
14.65,0.037723,-0.195175
14.66,0.037723,-0.195175
14.67,0.0357712,-0.201528
14.68,0.0357712,-0.201528
14.69,0.0337559,-0.207264
14.7,0.0337559,-0.207264
14.71,0.0316833,-0.212364
14.72,0.0316833,-0.212364
14.73,0.0295597,-0.216809
14.74,0.0295597,-0.216809
14.75,0.0273916,-0.220583
14.76,0.0273916,-0.220583
14.77,0.0251858,-0.223672
14.78,0.0251858,-0.223672
14.79,0.022949,-0.226066
14.8,0.022949,-0.226066
14.81,0.0206884,-0.227755
14.82,0.0206884,-0.227755
14.83,0.0184108,-0.228732
14.84,0.0184108,-0.228732
14.85,0.0161235,-0.228992
14.86,0.0161235,-0.228992
14.87,0.0138336,-0.228534
14.88,0.0138336,-0.228534
14.89,0.0115482,-0.227356
14.9,0.0115482,-0.227356
14.91,0.00927467,-0.225463
14.92,0.00927467,-0.225463
14.93,0.00702004,-0.222858
14.94,0.00702004,-0.222858
14.95,0.00479146,-0.219549
14.96,0.00479146,-0.219549
14.97,0.00259597,-0.215546
14.98,0.00259597,-0.215546
14.99,0.000440515,-0.21086
15,0.000440515,-0.21086
15.01,-0.00166808,-0.205506
15.02,-0.00166808,-0.205506
15.03,-0.00372314,-0.1995
15.04,-0.00372314,-0.1995
15.05,-0.00571814,-0.192861
15.06,-0.00571814,-0.192861
15.07,-0.00764675,-0.18561
15.08,-0.00764675,-0.18561
15.09,-0.00950284,-0.177769
15.1,-0.00950284,-0.177769
15.11,-0.0112805,-0.169364
15.12,-0.0112805,-0.169364
15.13,-0.0129742,-0.160422
15.14,-0.0129742,-0.160422
15.15,-0.0145784,-0.150971
15.16,-0.0145784,-0.150971
15.17,-0.0160881,-0.141041
15.18,-0.0160881,-0.141041
15.19,-0.0174985,-0.130666
15.2,-0.0174985,-0.130666
15.21,-0.0188052,-0.119878
15.22,-0.0188052,-0.119878
15.23,-0.020004,-0.108714
15.24,-0.020004,-0.108714
15.25,-0.0210911,-0.0972091
15.26,-0.0210911,-0.0972091
15.27,-0.0220632,-0.0854016
15.28,-0.0220632,-0.0854016
15.29,-0.0229172,-0.0733305
15.3,-0.0229172,-0.0733305
15.31,-0.0236505,-0.0610356
15.32,-0.0236505,-0.0610356
15.33,-0.0242609,-0.0485578
15.34,-0.0242609,-0.0485578
15.35,-0.0247464,-0.0359385
15.36,-0.0247464,-0.0359385
15.37,-0.0251058,-0.0232197
15.38,-0.0251058,-0.0232197
15.39,-0.025338,-0.010444
15.4,-0.025338,-0.010444
15.41,-0.0254425,0.0023457
15.42,-0.0254425,0.0023457
15.43,-0.025419,0.0151065
15.44,-0.025419,0.0151065
15.45,-0.0252679,0.0277954
15.46,-0.0252679,0.0277954
15.47,-0.02499,0.0403695
15.48,-0.02499,0.0403695
15.49,-0.0245863,0.0527861
15.5,-0.0245863,0.0527861
15.51,-0.0240584,0.0650031
15.52,-0.0240584,0.0650031
15.53,-0.0234084,0.0769788
15.54,-0.0234084,0.0769788
15.55,-0.0226386,0.0886722
15.56,-0.0226386,0.0886722
15.57,-0.0217519,0.100043
15.58,-0.0217519,0.100043
15.59,-0.0207515,0.111052
15.6,-0.0207515,0.111052
15.61,-0.0196409,0.121662
15.62,-0.0196409,0.121662
15.63,-0.0184243,0.131835
15.64,-0.0184243,0.131835
15.65,-0.017106,0.141536
15.66,-0.017106,0.141536
15.67,-0.0156906,0.150732
15.68,-0.0156906,0.150732
15.69,-0.0141833,0.159388
15.7,-0.0141833,0.159388
15.71,-0.0125894,0.167476
15.72,-0.0125894,0.167476
15.73,-0.0109146,0.174966
15.74,-0.0109146,0.174966
15.75,-0.00916498,0.18183
15.76,-0.00916498,0.18183
15.77,-0.00734668,0.188045
15.78,-0.00734668,0.188045
15.79,-0.00546622,0.193588
15.8,-0.00546622,0.193588
15.81,-0.00353035,0.198437
15.82,-0.00353035,0.198437
15.83,-0.00154598,0.202574
15.84,-0.00154598,0.202574
15.85,0.000479761,0.205984
15.86,0.000479761,0.205984
15.87,0.0025396,0.208653
15.88,0.0025396,0.208653
15.89,0.00462613,0.210569
15.9,0.00462613,0.210569
15.91,0.00673181,0.211724
15.92,0.00673181,0.211724
15.93,0.00884905,0.212112
15.94,0.00884905,0.212112
15.95,0.0109702,0.211729
15.96,0.0109702,0.211729
15.97,0.0130875,0.210574
15.98,0.0130875,0.210574
15.99,0.0151932,0.208649
16,0.0151932,0.208649
16.01,0.0172797,0.205959
16.02,0.0172797,0.205959
16.03,0.0193393,0.202509
16.04,0.0193393,0.202509
16.05,0.0213644,0.198309
16.06,0.0213644,0.198309
16.07,0.0233475,0.193372
16.08,0.0233475,0.193372
16.09,0.0252812,0.187711
16.1,0.0252812,0.187711
16.11,0.0271583,0.181343
16.12,0.0271583,0.181343
16.13,0.0289717,0.174289
16.14,0.0289717,0.174289
16.15,0.0307146,0.166569
16.16,0.0307146,0.166569
16.17,0.0323803,0.158209
16.18,0.0323803,0.158209
16.19,0.0339624,0.149233
16.2,0.0339624,0.149233
16.21,0.0354547,0.139671
16.22,0.0354547,0.139671
16.23,0.0368514,0.129553
16.24,0.0368514,0.129553
16.25,0.0381469,0.118911
16.26,0.0381469,0.118911
16.27,0.039336,0.107781
16.28,0.039336,0.107781
16.29,0.0404139,0.0961975
16.3,0.0404139,0.0961975
16.31,0.0413758,0.0841994
16.32,0.0413758,0.0841994
16.33,0.0422178,0.0718257
16.34,0.0422178,0.0718257
16.35,0.0429361,0.0591171
16.36,0.0429361,0.0591171
16.37,0.0435273,0.0461157
16.38,0.0435273,0.0461157
16.39,0.0439884,0.0328647
16.4,0.0439884,0.0328647
16.41,0.0443171,0.0194082
16.42,0.0443171,0.0194082
16.43,0.0445111,0.00579124
16.44,0.0445111,0.00579124
16.45,0.0445691,-0.00794042
16.46,0.0445691,-0.00794042
16.47,0.0444896,-0.0217405
16.48,0.0444896,-0.0217405
16.49,0.0442722,-0.0355624
16.5,0.0442722,-0.0355624
16.51,0.0439166,-0.0493591
16.52,0.0439166,-0.0493591
16.53,0.043423,-0.0630836
16.54,0.043423,-0.0630836
16.55,0.0427922,-0.076689
16.56,0.0427922,-0.076689
16.57,0.0420253,-0.0901284
16.58,0.0420253,-0.0901284
16.59,0.041124,-0.103356
16.6,0.041124,-0.103356
16.61,0.0400905,-0.116325
16.62,0.0400905,-0.116325
16.63,0.0389272,-0.128991
16.64,0.0389272,-0.128991
16.65,0.0376373,-0.141309
16.66,0.0376373,-0.141309
16.67,0.0362242,-0.153237
16.68,0.0362242,-0.153237
16.69,0.0346918,-0.164732
16.7,0.0346918,-0.164732
16.71,0.0330445,-0.175753
16.72,0.0330445,-0.175753
16.73,0.031287,-0.186261
16.74,0.031287,-0.186261
16.75,0.0294244,-0.196218
16.76,0.0294244,-0.196218
16.77,0.0274622,-0.205587
16.78,0.0274622,-0.205587
16.79,0.0254063,-0.214335
16.8,0.0254063,-0.214335
16.81,0.023263,-0.222429
16.82,0.023263,-0.222429
16.83,0.0210387,-0.229839
16.84,0.0210387,-0.229839
16.85,0.0187403,-0.236536
16.86,0.0187403,-0.236536
16.87,0.0163749,-0.242495
16.88,0.0163749,-0.242495
16.89,0.01395,-0.247692
16.9,0.01395,-0.247692
16.91,0.0114731,-0.252105
16.92,0.0114731,-0.252105
16.93,0.00895201,-0.255718
16.94,0.00895201,-0.255718
16.95,0.00639483,-0.258512
16.96,0.00639483,-0.258512
16.97,0.00380971,-0.260476
16.98,0.00380971,-0.260476
16.99,0.00120495,-0.261598
17,0.00120495,-0.261598
17.01,-0.00141103,-0.261871
17.02,-0.00141103,-0.261871
17.03,-0.00402974,-0.26129
17.04,-0.00402974,-0.26129
17.05,-0.00664263,-0.259852
17.06,-0.00664263,-0.259852
17.07,-0.00924115,-0.257558
17.08,-0.00924115,-0.257558
17.09,-0.0118167,-0.254412
17.1,-0.0118167,-0.254412
17.11,-0.0143609,-0.25042
17.12,-0.0143609,-0.25042
17.13,-0.0168651,-0.245591
17.14,-0.0168651,-0.245591
17.15,-0.019321,-0.239938
17.16,-0.019321,-0.239938
17.17,-0.0217204,-0.233474
17.18,-0.0217204,-0.233474
