t,x0,x1
17.19,-0.0240551,-0.226217
17.2,-0.0240551,-0.226217
17.21,-0.0263173,-0.218189
17.22,-0.0263173,-0.218189
17.23,-0.0284992,-0.209411
17.24,-0.0284992,-0.209411
17.25,-0.0305933,-0.199908
17.26,-0.0305933,-0.199908
17.27,-0.0325923,-0.18971
17.28,-0.0325923,-0.18971
17.29,-0.0344894,-0.178846
17.3,-0.0344894,-0.178846
17.31,-0.0362779,-0.167349
17.32,-0.0362779,-0.167349
17.33,-0.0379514,-0.155253
17.34,-0.0379514,-0.155253
17.35,-0.0395039,-0.142597
17.36,-0.0395039,-0.142597
17.37,-0.0409299,-0.129418
17.38,-0.0409299,-0.129418
17.39,-0.0422241,-0.115757
17.4,-0.0422241,-0.115757
17.41,-0.0433816,-0.101658
17.42,-0.0433816,-0.101658
17.43,-0.0443982,-0.0871643
17.44,-0.0443982,-0.0871643
17.45,-0.0452699,-0.0723216
17.46,-0.0452699,-0.0723216
17.47,-0.0459931,-0.0571771
17.48,-0.0459931,-0.0571771
17.49,-0.0465648,-0.0417788
17.5,-0.0465648,-0.0417788
17.51,-0.0469826,-0.0261759
17.52,-0.0469826,-0.0261759
17.53,-0.0472444,-0.0104185
17.54,-0.0472444,-0.0104185
17.55,-0.0473486,0.00544269
17.56,-0.0473486,0.00544269
17.57,-0.0472941,0.0213565
17.58,-0.0472941,0.0213565
17.59,-0.0470806,0.0372713
17.6,-0.0470806,0.0372713
17.61,-0.0467079,0.0531354
17.62,-0.0467079,0.0531354
17.63,-0.0461765,0.0688969
17.64,-0.0461765,0.0688969
17.65,-0.0454875,0.0845042
17.66,-0.0454875,0.0845042
17.67,-0.0446425,0.099906
17.68,-0.0446425,0.099906
17.69,-0.0436434,0.115052
17.7,-0.0436434,0.115052
17.71,-0.0424929,0.129891
17.72,-0.0424929,0.129891
17.73,-0.041194,0.144374
17.74,-0.041194,0.144374
17.75,-0.0397503,0.158454
17.76,-0.0397503,0.158454
17.77,-0.0381657,0.172083
17.78,-0.0381657,0.172083
17.79,-0.0364449,0.185215
17.8,-0.0364449,0.185215
17.81,-0.0345928,0.197806
17.82,-0.0345928,0.197806
17.83,-0.0326147,0.209813
17.84,-0.0326147,0.209813
17.85,-0.0305166,0.221196
17.86,-0.0305166,0.221196
17.87,-0.0283046,0.231915
17.88,-0.0283046,0.231915
17.89,-0.0259855,0.241935
17.9,-0.0259855,0.241935
17.91,-0.0235661,0.25122
17.92,-0.0235661,0.25122
17.93,-0.0210539,0.259737
17.94,-0.0210539,0.259737
17.95,-0.0184565,0.267458
17.96,-0.0184565,0.267458
17.97,-0.015782,0.274354
17.98,-0.015782,0.274354
17.99,-0.0130384,0.280401
18,-0.0130384,0.280401
18.01,-0.0102344,0.285577
18.02,-0.0102344,0.285577
18.03,-0.00737865,0.289863
18.04,-0.00737865,0.289863
18.05,-0.00448002,0.293243
18.06,-0.00448002,0.293243
18.07,-0.00154759,0.295703
18.08,-0.00154759,0.295703
18.09,0.00140944,0.297233
18.1,0.00140944,0.297233
18.11,0.00438176,0.297825
18.12,0.00438176,0.297825
18.13,0.00736001,0.297476
18.14,0.00736001,0.297476
18.15,0.0103348,0.296184
18.16,0.0103348,0.296184
18.17,0.0132966,0.293952
18.18,0.0132966,0.293952
18.19,0.0162361,0.290784
18.2,0.0162361,0.290784
18.21,0.019144,0.28669
18.22,0.019144,0.28669
18.23,0.0220109,0.281679
18.24,0.0220109,0.281679
18.25,0.0248277,0.275767
18.26,0.0248277,0.275767
18.27,0.0275853,0.268971
18.28,0.0275853,0.268971
18.29,0.030275,0.261312
18.3,0.030275,0.261312
18.31,0.0328882,0.252812
18.32,0.0328882,0.252812
18.33,0.0354163,0.243499
18.34,0.0354163,0.243499
18.35,0.0378513,0.233401
18.36,0.0378513,0.233401
18.37,0.0401853,0.22255
18.38,0.0401853,0.22255
18.39,0.0424108,0.21098
18.4,0.0424108,0.21098
18.41,0.0445206,0.198728
18.42,0.0445206,0.198728
18.43,0.0465079,0.185833
18.44,0.0465079,0.185833
18.45,0.0483662,0.172336
18.46,0.0483662,0.172336
18.47,0.0500896,0.158281
18.48,0.0500896,0.158281
18.49,0.0516724,0.143714
18.5,0.0516724,0.143714
18.51,0.0531095,0.128682
18.52,0.0531095,0.128682
18.53,0.0543963,0.113233
18.54,0.0543963,0.113233
18.55,0.0555287,0.097419
18.56,0.0555287,0.097419
18.57,0.0565028,0.081291
18.58,0.0565028,0.081291
18.59,0.0573158,0.0649024
18.6,0.0573158,0.0649024
18.61,0.0579648,0.0483072
18.62,0.0579648,0.0483072
18.63,0.0584479,0.0315605
18.64,0.0584479,0.0315605
18.65,0.0587635,0.0147178
18.66,0.0587635,0.0147178
18.67,0.0589106,-0.00216479
18.68,0.0589106,-0.00216479
18.69,0.058889,-0.0190308
18.7,0.058889,-0.0190308
18.71,0.0586987,-0.0358238
18.72,0.0586987,-0.0358238
18.73,0.0583404,-0.0524874
18.74,0.0583404,-0.0524874
18.75,0.0578156,-0.0689653
18.76,0.0578156,-0.0689653
18.77,0.0571259,-0.0852019
18.78,0.0571259,-0.0852019
18.79,0.0562739,-0.101142
18.8,0.0562739,-0.101142
18.81,0.0552625,-0.116732
18.82,0.0552625,-0.116732
18.83,0.0540952,-0.131918
18.84,0.0540952,-0.131918
18.85,0.052776,-0.146648
18.86,0.052776,-0.146648
18.87,0.0513095,-0.160872
18.88,0.0513095,-0.160872
18.89,0.0497008,-0.17454
18.9,0.0497008,-0.17454
18.91,0.0479554,-0.187606
18.92,0.0479554,-0.187606
18.93,0.0460793,-0.200023
18.94,0.0460793,-0.200023
18.95,0.0440791,-0.211748
18.96,0.0440791,-0.211748
18.97,0.0419616,-0.222741
18.98,0.0419616,-0.222741
18.99,0.0397342,-0.232961
19,0.0397342,-0.232961
19.01,0.0374046,-0.242373
19.02,0.0374046,-0.242373
19.03,0.0349808,-0.250942
19.04,0.0349808,-0.250942
19.05,0.0324714,-0.258638
19.06,0.0324714,-0.258638
19.07,0.029885,-0.265432
19.08,0.029885,-0.265432
19.09,0.0272307,-0.271299
19.1,0.0272307,-0.271299
19.11,0.0245177,-0.276217
19.12,0.0245177,-0.276217
19.13,0.0217556,-0.280166
19.14,0.0217556,-0.280166
19.15,0.0189539,-0.28313
19.16,0.0189539,-0.28313
19.17,0.0161226,-0.285096
19.18,0.0161226,-0.285096
19.19,0.0132716,-0.286055
19.2,0.0132716,-0.286055
19.21,0.0104111,-0.286001
19.22,0.0104111,-0.286001
19.23,0.00755108,-0.284932
19.24,0.00755108,-0.284932
19.25,0.00470176,-0.282847
19.26,0.00470176,-0.282847
19.27,0.00187329,-0.279751
19.28,0.00187329,-0.279751
19.29,-0.000924212,-0.275651
19.3,-0.000924212,-0.275651
19.31,-0.00368072,-0.270558
19.32,-0.00368072,-0.270558
19.33,-0.0063863,-0.264487
19.34,-0.0063863,-0.264487
19.35,-0.00903117,-0.257455
19.36,-0.00903117,-0.257455
19.37,-0.0116057,-0.249482
19.38,-0.0116057,-0.249482
19.39,-0.0141005,-0.240594
19.4,-0.0141005,-0.240594
19.41,-0.0165065,-0.230817
19.42,-0.0165065,-0.230817
19.43,-0.0188147,-0.220182
19.44,-0.0188147,-0.220182
19.45,-0.0210165,-0.208721
19.46,-0.0210165,-0.208721
19.47,-0.0231037,-0.196471
19.48,-0.0231037,-0.196471
19.49,-0.0250684,-0.183472
19.5,-0.0250684,-0.183472
19.51,-0.0269031,-0.169764
19.52,-0.0269031,-0.169764
19.53,-0.0286007,-0.155392
19.54,-0.0286007,-0.155392
19.55,-0.0301547,-0.140402
19.56,-0.0301547,-0.140402
19.57,-0.0315587,-0.124843
19.58,-0.0315587,-0.124843
19.59,-0.0328071,-0.108766
19.6,-0.0328071,-0.108766
19.61,-0.0338948,-0.0922239
19.62,-0.0338948,-0.0922239
19.63,-0.034817,-0.0752708
19.64,-0.034817,-0.0752708
19.65,-0.0355697,-0.0579629
19.66,-0.0355697,-0.0579629
19.67,-0.0361494,-0.0403577
19.68,-0.0361494,-0.0403577
19.69,-0.0365529,-0.0225138
19.7,-0.0365529,-0.0225138
19.71,-0.0367781,-0.00449092
19.72,-0.0367781,-0.00449092
19.73,-0.036823,0.0136505
19.74,-0.036823,0.0136505
19.75,-0.0366865,0.0318493
19.76,-0.0366865,0.0318493
19.77,-0.036368,0.0500441
19.78,-0.036368,0.0500441
19.79,-0.0358675,0.068173
19.8,-0.0358675,0.068173
19.81,-0.0351858,0.0861744
19.82,-0.0351858,0.0861744
19.83,-0.0343241,0.103987
19.84,-0.0343241,0.103987
19.85,-0.0332842,0.121549
19.86,-0.0332842,0.121549
19.87,-0.0320687,0.138801
19.88,-0.0320687,0.138801
19.89,-0.0306807,0.155682
19.9,-0.0306807,0.155682
19.91,-0.0291239,0.172134
19.92,-0.0291239,0.172134
19.93,-0.0274025,0.1881
19.94,-0.0274025,0.1881
19.95,-0.0255215,0.203524
19.96,-0.0255215,0.203524
19.97,-0.0234863,0.218351
19.98,-0.0234863,0.218351
19.99,-0.0213028,0.232528
20,-0.0213028,0.232528
20.01,-0.0189775,0.246006
20.02,-0.0189775,0.246006
20.03,-0.0165174,0.258735
20.04,-0.0165174,0.258735
20.05,-0.0139301,0.270669
20.06,-0.0139301,0.270669
20.07,-0.0112234,0.281765
20.08,-0.0112234,0.281765
20.09,-0.00840576,0.291981
20.1,-0.00840576,0.291981
20.11,-0.00548594,0.30128
20.12,-0.00548594,0.30128
20.13,-0.00247314,0.309626
20.14,-0.00247314,0.309626
20.15,0.000623127,0.316987
20.16,0.000623127,0.316987
20.17,0.003793,0.323334
20.18,0.003793,0.323334
20.19,0.00702634,0.328641
20.2,0.00702634,0.328641
20.21,0.0103127,0.332884
20.22,0.0103127,0.332884
20.23,0.0136416,0.336047
20.24,0.0136416,0.336047
20.25,0.0170021,0.338112
20.26,0.0170021,0.338112
20.27,0.0203832,0.339069
20.28,0.0203832,0.339069
20.29,0.0237739,0.338908
20.3,0.0237739,0.338908
20.31,0.027163,0.337626
20.32,0.027163,0.337626
20.33,0.0305392,0.335222
20.34,0.0305392,0.335222
20.35,0.0338914,0.331698
20.36,0.0338914,0.331698
20.37,0.0372084,0.327061
20.38,0.0372084,0.327061
20.39,0.040479,0.321323
20.4,0.040479,0.321323
20.41,0.0436923,0.314496
20.42,0.0436923,0.314496
20.43,0.0468372,0.306598
20.44,0.0468372,0.306598
20.45,0.0499032,0.297652
20.46,0.0499032,0.297652
20.47,0.0528797,0.287681
20.48,0.0528797,0.287681
20.49,0.0557565,0.276716
20.5,0.0557565,0.276716
20.51,0.0585237,0.264786
20.52,0.0585237,0.264786
20.53,0.0611715,0.251928
20.54,0.0611715,0.251928
20.55,0.0636908,0.238181
20.56,0.0636908,0.238181
20.57,0.0660726,0.223585
20.58,0.0660726,0.223585
20.59,0.0683085,0.208185
20.6,0.0683085,0.208185
20.61,0.0703903,0.192028
20.62,0.0703903,0.192028
20.63,0.0723106,0.175165
20.64,0.0723106,0.175165
20.65,0.0740623,0.157648
20.66,0.0740623,0.157648
20.67,0.0756388,0.139532
20.68,0.0756388,0.139532
20.69,0.0770341,0.120874
20.7,0.0770341,0.120874
20.71,0.0782428,0.101733
20.72,0.0782428,0.101733
20.73,0.0792602,0.0821707
20.74,0.0792602,0.0821707
20.75,0.0800819,0.0622485
20.76,0.0800819,0.0622485
20.77,0.0807043,0.0420307
20.78,0.0807043,0.0420307
20.79,0.0811247,0.0215827
20.8,0.0811247,0.0215827
20.81,0.0813405,0.000970466
20.82,0.0813405,0.000970466
20.83,0.0813502,-0.019739
20.84,0.0813502,-0.019739
20.85,0.0811528,-0.0404783
20.86,0.0811528,-0.0404783
20.87,0.080748,-0.0611796
20.88,0.080748,-0.0611796
20.89,0.0801362,-0.0817749
20.9,0.0801362,-0.0817749
20.91,0.0793185,-0.102196
20.92,0.0793185,-0.102196
20.93,0.0782965,-0.122377
20.94,0.0782965,-0.122377
20.95,0.0770727,-0.142249
20.96,0.0770727,-0.142249
20.97,0.0756502,-0.161747
20.98,0.0756502,-0.161747
20.99,0.0740328,-0.180805
21,0.0740328,-0.180805
21.01,0.0722247,-0.199361
21.02,0.0722247,-0.199361
21.03,0.0702311,-0.217351
21.04,0.0702311,-0.217351
21.05,0.0680576,-0.234714
21.06,0.0680576,-0.234714
21.07,0.0657105,-0.251392
21.08,0.0657105,-0.251392
21.09,0.0631965,-0.267328
21.1,0.0631965,-0.267328
21.11,0.0605233,-0.282468
21.12,0.0605233,-0.282468
21.13,0.0576986,-0.296759
21.14,0.0576986,-0.296759
21.15,0.054731,-0.310152
21.16,0.054731,-0.310152
21.17,0.0516295,-0.3226
21.18,0.0516295,-0.3226
21.19,0.0484035,-0.334059
21.2,0.0484035,-0.334059
21.21,0.0450629,-0.34449
21.22,0.0450629,-0.34449
21.23,0.041618,-0.353854
21.24,0.041618,-0.353854
21.25,0.0380794,-0.362119
21.26,0.0380794,-0.362119
21.27,0.0344583,-0.369253
21.28,0.0344583,-0.369253
21.29,0.0307657,-0.37523
21.3,0.0307657,-0.37523
21.31,0.0270134,-0.380027
21.32,0.0270134,-0.380027
21.33,0.0232132,-0.383625
21.34,0.0232132,-0.383625
21.35,0.0193769,-0.386009
21.36,0.0193769,-0.386009
21.37,0.0155168,-0.387168
21.38,0.0155168,-0.387168
21.39,0.0116452,-0.387094
21.4,0.0116452,-0.387094
21.41,0.00777421,-0.385785
21.42,0.00777421,-0.385785
21.43,0.00391636,-0.383241
21.44,0.00391636,-0.383241
21.45,8.3956e-05,-0.379467
21.46,8.3956e-05,-0.379467
21.47,-0.00371072,-0.374474
21.48,-0.00371072,-0.374474
21.49,-0.00745545,-0.368273
21.5,-0.00745545,-0.368273
21.51,-0.0111382,-0.360882
21.52,-0.0111382,-0.360882
21.53,-0.014747,-0.352323
21.54,-0.014747,-0.352323
21.55,-0.0182702,-0.342621
21.56,-0.0182702,-0.342621
21.57,-0.0216964,-0.331804
21.58,-0.0216964,-0.331804
21.59,-0.0250145,-0.319907
21.6,-0.0250145,-0.319907
21.61,-0.0282136,-0.306964
21.62,-0.0282136,-0.306964
21.63,-0.0312832,-0.293017
21.64,-0.0312832,-0.293017
21.65,-0.0342134,-0.27811
21.66,-0.0342134,-0.27811
21.67,-0.0369945,-0.262288
21.68,-0.0369945,-0.262288
21.69,-0.0396173,-0.245603
21.7,-0.0396173,-0.245603
21.71,-0.0420734,-0.228107
21.72,-0.0420734,-0.228107
21.73,-0.0443544,-0.209856
21.74,-0.0443544,-0.209856
21.75,-0.046453,-0.19091
21.76,-0.046453,-0.19091
21.77,-0.0483621,-0.171329
21.78,-0.0483621,-0.171329
21.79,-0.0500754,-0.151176
21.8,-0.0500754,-0.151176
21.81,-0.0515872,-0.130517
21.82,-0.0515872,-0.130517
21.83,-0.0528923,-0.109421
21.84,-0.0528923,-0.109421
21.85,-0.0539865,-0.0879547
21.86,-0.0539865,-0.0879547
21.87,-0.0548661,-0.0661899
21.88,-0.0548661,-0.0661899
21.89,-0.055528,-0.0441982
21.9,-0.055528,-0.0441982
21.91,-0.05597,-0.0220521
21.92,-0.05597,-0.0220521
21.93,-0.0561905,0.000174866
21.94,-0.0561905,0.000174866
21.95,-0.0561887,0.0224088
21.96,-0.0561887,0.0224088
21.97,-0.0559646,0.0445755
21.98,-0.0559646,0.0445755
21.99,-0.0555189,0.0666009
22,-0.0555189,0.0666009
22.01,-0.0548529,0.088411
22.02,-0.0548529,0.088411
22.03,-0.0539688,0.109932
22.04,-0.0539688,0.109932
22.05,-0.0528694,0.131093
22.06,-0.0528694,0.131093
22.07,-0.0515585,0.15182
22.08,-0.0515585,0.15182
22.09,-0.0500403,0.172044
22.1,-0.0500403,0.172044
22.11,-0.0483199,0.191695
22.12,-0.0483199,0.191695
22.13,-0.0464029,0.210706
22.14,-0.0464029,0.210706
22.15,-0.0442959,0.229013
22.16,-0.0442959,0.229013
22.17,-0.0420057,0.246552
22.18,-0.0420057,0.246552
22.19,-0.0395402,0.263261
22.2,-0.0395402,0.263261
22.21,-0.0369076,0.279083
22.22,-0.0369076,0.279083
22.23,-0.0341168,0.293963
22.24,-0.0341168,0.293963
22.25,-0.0311772,0.307848
22.26,-0.0311772,0.307848
22.27,-0.0280987,0.320688
22.28,-0.0280987,0.320688
22.29,-0.0248918,0.332438
22.3,-0.0248918,0.332438
22.31,-0.0215674,0.343055
22.32,-0.0215674,0.343055
22.33,-0.0181369,0.352501
22.34,-0.0181369,0.352501
22.35,-0.0146119,0.360741
22.36,-0.0146119,0.360741
22.37,-0.0110044,0.367743
22.38,-0.0110044,0.367743
22.39,-0.00732701,0.373481
22.4,-0.00732701,0.373481
22.41,-0.0035922,0.377931
22.42,-0.0035922,0.377931
22.43,0.000187108,0.381076
22.44,0.000187108,0.381076
22.45,0.00399787,0.3829
22.46,0.00399787,0.3829
22.47,0.00782687,0.383395
22.48,0.00782687,0.383395
22.49,0.0116608,0.382554
22.5,0.0116608,0.382554
22.51,0.0154864,0.380376
22.52,0.0154864,0.380376
22.53,0.0192901,0.376866
22.54,0.0192901,0.376866
22.55,0.0230588,0.37203
22.56,0.0230588,0.37203
22.57,0.0267791,0.365882
22.58,0.0267791,0.365882
22.59,0.0304379,0.358437
22.6,0.0304379,0.358437
22.61,0.0340223,0.349718
22.62,0.0340223,0.349718
22.63,0.0375195,0.33975
22.64,0.0375195,0.33975
22.65,0.040917,0.328563
22.66,0.040917,0.328563
22.67,0.0442026,0.31619
22.68,0.0442026,0.31619
22.69,0.0473645,0.30267
22.7,0.0473645,0.30267
22.71,0.0503912,0.288046
22.72,0.0503912,0.288046
22.73,0.0532716,0.272362
22.74,0.0532716,0.272362
22.75,0.0559953,0.255669
22.76,0.0559953,0.255669
22.77,0.0585519,0.238019
22.78,0.0585519,0.238019
22.79,0.0609321,0.21947
22.8,0.0609321,0.21947
22.81,0.0631268,0.200081
22.82,0.0631268,0.200081
22.83,0.0651276,0.179915
22.84,0.0651276,0.179915
22.85,0.0669268,0.159037
22.86,0.0669268,0.159037
22.87,0.0685172,0.137516
22.88,0.0685172,0.137516
22.89,0.0698923,0.115423
22.9,0.0698923,0.115423
22.91,0.0710466,0.0928294
22.92,0.0710466,0.0928294
22.93,0.0719749,0.0698108
22.94,0.0719749,0.0698108
22.95,0.072673,0.0464433
22.96,0.072673,0.0464433
22.97,0.0731374,0.0228049
22.98,0.0731374,0.0228049
22.99,0.0733654,-0.00102555
23,0.0733654,-0.00102555
23.01,0.0733552,-0.0249681
23.02,0.0733552,-0.0249681
23.03,0.0731055,-0.0489422
23.04,0.0731055,-0.0489422
23.05,0.0726161,-0.0728669
23.06,0.0726161,-0.0728669
23.07,0.0718874,-0.0966611
23.08,0.0718874,-0.0966611
23.09,0.0709208,-0.120244
23.1,0.0709208,-0.120244
23.11,0.0697184,-0.143535
23.12,0.0697184,-0.143535
23.13,0.068283,-0.166454
23.14,0.068283,-0.166454
23.15,0.0666185,-0.188923
23.16,0.0666185,-0.188923
23.17,0.0647293,-0.210863
23.18,0.0647293,-0.210863
23.19,0.0626206,-0.232199
23.2,0.0626206,-0.232199
23.21,0.0602986,-0.252857
23.22,0.0602986,-0.252857
23.23,0.0577701,-0.272763
23.24,0.0577701,-0.272763
23.25,0.0550424,-0.291849
23.26,0.0550424,-0.291849
23.27,0.0521239,-0.310046
23.28,0.0521239,-0.310046
23.29,0.0490235,-0.327289
23.3,0.0490235,-0.327289
23.31,0.0457506,-0.343516
23.32,0.0457506,-0.343516
23.33,0.0423154,-0.358669
23.34,0.0423154,-0.358669
23.35,0.0387287,-0.372693
23.36,0.0387287,-0.372693
23.37,0.0350018,-0.385534
23.38,0.0350018,-0.385534
23.39,0.0311465,-0.397147
23.4,0.0311465,-0.397147
23.41,0.027175,-0.407485
23.42,0.027175,-0.407485
23.43,0.0231002,-0.41651
23.44,0.0231002,-0.41651
23.45,0.0189351,-0.424185
23.46,0.0189351,-0.424185
23.47,0.0146932,-0.43048
23.48,0.0146932,-0.43048
23.49,0.0103884,-0.435366
23.5,0.0103884,-0.435366
23.51,0.00603475,-0.438823
23.52,0.00603475,-0.438823
23.53,0.00164652,-0.440831
23.54,0.00164652,-0.440831
23.55,-0.00276179,-0.441379
23.56,-0.00276179,-0.441379
23.57,-0.00717558,-0.440459
23.58,-0.00717558,-0.440459
23.59,-0.0115802,-0.438066
23.6,-0.0115802,-0.438066
23.61,-0.0159608,-0.434204
23.62,-0.0159608,-0.434204
23.63,-0.0203029,-0.428878
23.64,-0.0203029,-0.428878
23.65,-0.0245917,-0.4221
23.66,-0.0245917,-0.4221
23.67,-0.0288127,-0.413887
23.68,-0.0288127,-0.413887
23.69,-0.0329515,-0.40426
23.7,-0.0329515,-0.40426
23.71,-0.0369941,-0.393244
23.72,-0.0369941,-0.393244
23.73,-0.0409266,-0.380871
23.74,-0.0409266,-0.380871
23.75,-0.0447353,-0.367176
23.76,-0.0447353,-0.367176
23.77,-0.048407,-0.352199
23.78,-0.048407,-0.352199
23.79,-0.051929,-0.335985
23.8,-0.051929,-0.335985
23.81,-0.0552889,-0.318581
23.82,-0.0552889,-0.318581
23.83,-0.0584747,-0.300041
23.84,-0.0584747,-0.300041
23.85,-0.0614751,-0.280421
23.86,-0.0614751,-0.280421
23.87,-0.0642793,-0.259783
23.88,-0.0642793,-0.259783
23.89,-0.0668771,-0.238189
23.9,-0.0668771,-0.238189
23.91,-0.069259,-0.215708
23.92,-0.069259,-0.215708
23.93,-0.0714161,-0.19241
23.94,-0.0714161,-0.19241
23.95,-0.0733402,-0.16837
23.96,-0.0733402,-0.16837
23.97,-0.0750239,-0.143662
23.98,-0.0750239,-0.143662
23.99,-0.0764605,-0.118367
24,-0.0764605,-0.118367
24.01,-0.0776442,-0.0925656
24.02,-0.0776442,-0.0925656
24.03,-0.0785699,-0.0663406
24.04,-0.0785699,-0.0663406
24.05,-0.0792333,-0.0397769
24.06,-0.0792333,-0.0397769
24.07,-0.079631,-0.0129609
24.08,-0.079631,-0.0129609
24.09,-0.0797606,0.0140202
24.1,-0.0797606,0.0140202
24.11,-0.0796204,0.041078
24.12,-0.0796204,0.041078
24.13,-0.0792097,0.0681239
24.14,-0.0792097,0.0681239
24.15,-0.0785284,0.0950687
24.16,-0.0785284,0.0950687
24.17,-0.0775777,0.121823
24.18,-0.0775777,0.121823
24.19,-0.0763595,0.148299
24.2,-0.0763595,0.148299
24.21,-0.0748765,0.174408
24.22,-0.0748765,0.174408
24.23,-0.0731324,0.200063
24.24,-0.0731324,0.200063
24.25,-0.0711318,0.225178
24.26,-0.0711318,0.225178
24.27,-0.06888,0.249668
24.28,-0.06888,0.249668
24.29,-0.0663833,0.273451
24.3,-0.0663833,0.273451
24.31,-0.0636488,0.296446
24.32,-0.0636488,0.296446
24.33,-0.0606844,0.318575
24.34,-0.0606844,0.318575
24.35,-0.0574986,0.339763
24.36,-0.0574986,0.339763
24.37,-0.054101,0.359935
24.38,-0.054101,0.359935
24.39,-0.0505016,0.379023
24.4,-0.0505016,0.379023
24.41,-0.0467114,0.396961
24.42,-0.0467114,0.396961
24.43,-0.0427418,0.413685
24.44,-0.0427418,0.413685
24.45,-0.0386049,0.429137
24.46,-0.0386049,0.429137
24.47,-0.0343136,0.443261
24.48,-0.0343136,0.443261
24.49,-0.0298809,0.456008
24.5,-0.0298809,0.456008
24.51,-0.0253209,0.46733
24.52,-0.0253209,0.46733
24.53,-0.0206476,0.477187
24.54,-0.0206476,0.477187
24.55,-0.0158757,0.485541
24.56,-0.0158757,0.485541
24.57,-0.0110203,0.492359
24.58,-0.0110203,0.492359
24.59,-0.00609669,0.497616
24.6,-0.00609669,0.497616
24.61,-0.00112053,0.501289
24.62,-0.00112053,0.501289
24.63,0.00389236,0.50336
24.64,0.00389236,0.50336
24.65,0.00892596,0.503819
24.66,0.00892596,0.503819
24.67,0.0139642,0.50266
24.68,0.0139642,0.50266
24.69,0.0189908,0.49988
24.7,0.0189908,0.49988
24.71,0.0239896,0.495485
24.72,0.0239896,0.495485
24.73,0.0289444,0.489485
24.74,0.0289444,0.489485
24.75,0.0338393,0.481895
24.76,0.0338393,0.481895
24.77,0.0386582,0.472734
24.78,0.0386582,0.472734
24.79,0.0433855,0.46203
24.8,0.0433855,0.46203
24.81,0.0480058,0.449813
24.82,0.0480058,0.449813
24.83,0.052504,0.436118
24.84,0.052504,0.436118
24.85,0.0568652,0.420989
24.86,0.0568652,0.420989
24.87,0.061075,0.404469
24.88,0.061075,0.404469
24.89,0.0651197,0.38661
24.9,0.0651197,0.38661
24.91,0.0689858,0.367468
24.92,0.0689858,0.367468
24.93,0.0726605,0.347103
24.94,0.0726605,0.347103
24.95,0.0761315,0.325577
24.96,0.0761315,0.325577
24.97,0.0793873,0.30296
24.98,0.0793873,0.30296
24.99,0.0824169,0.279324
25,0.0824169,0.279324
25.01,0.0852102,0.254744
25.02,0.0852102,0.254744
25.03,0.0877576,0.229299
25.04,0.0877576,0.229299
25.05,0.0900506,0.203071
25.06,0.0900506,0.203071
25.07,0.0920813,0.176145
25.08,0.0920813,0.176145
25.09,0.0938428,0.148609
25.1,0.0938428,0.148609
25.11,0.0953288,0.120552
25.12,0.0953288,0.120552
25.13,0.0965344,0.092067
25.14,0.0965344,0.092067
25.15,0.097455,0.0632464
25.16,0.097455,0.0632464
25.17,0.0980875,0.0341856
25.18,0.0980875,0.0341856
25.19,0.0984294,0.00498055
25.2,0.0984294,0.00498055
25.21,0.0984792,-0.0242719
25.22,0.0984792,-0.0242719
25.23,0.0982364,-0.0534744
25.24,0.0982364,-0.0534744
25.25,0.0977017,-0.0825297
25.26,0.0977017,-0.0825297
25.27,0.0968764,-0.111341
25.28,0.0968764,-0.111341
25.29,0.095763,-0.13981
25.3,0.095763,-0.13981
25.31,0.0943649,-0.167843
25.32,0.0943649,-0.167843
25.33,0.0926865,-0.195344
25.34,0.0926865,-0.195344
25.35,0.090733,-0.22222
25.36,0.090733,-0.22222
25.37,0.0885108,-0.24838
25.38,0.0885108,-0.24838
25.39,0.086027,-0.273735
25.4,0.086027,-0.273735
25.41,0.0832897,-0.298197
25.42,0.0832897,-0.298197
25.43,0.0803077,-0.321682
25.44,0.0803077,-0.321682
25.45,0.0770909,-0.34411
25.46,0.0770909,-0.34411
25.47,0.0736498,-0.365402
25.48,0.0736498,-0.365402
25.49,0.0699958,-0.385484
25.5,0.0699958,-0.385484
25.51,0.0661409,-0.404286
25.52,0.0661409,-0.404286
25.53,0.0620981,-0.421741
25.54,0.0620981,-0.421741
25.55,0.0578806,-0.437787
25.56,0.0578806,-0.437787
25.57,0.0535028,-0.452366
25.58,0.0535028,-0.452366
25.59,0.0489791,-0.465425
25.6,0.0489791,-0.465425
25.61,0.0443249,-0.476916
25.62,0.0443249,-0.476916
25.63,0.0395557,-0.486797
25.64,0.0395557,-0.486797
25.65,0.0346877,-0.49503
25.66,0.0346877,-0.49503
25.67,0.0297374,-0.501582
25.68,0.0297374,-0.501582
25.69,0.0247216,-0.506427
25.7,0.0247216,-0.506427
25.71,0.0196574,-0.509543
25.72,0.0196574,-0.509543
25.73,0.0145619,-0.510915
25.74,0.0145619,-0.510915
25.75,0.00945277,-0.510534
25.76,0.00945277,-0.510534
25.77,0.00434744,-0.508395
25.78,0.00434744,-0.508395
25.79,-0.000736507,-0.504501
25.8,-0.000736507,-0.504501
25.81,-0.00578151,-0.498859
25.82,-0.00578151,-0.498859
25.83,-0.0107701,-0.491484
25.84,-0.0107701,-0.491484
25.85,-0.0156849,-0.482394
25.86,-0.0156849,-0.482394
25.87,-0.0205089,-0.471617
25.88,-0.0205089,-0.471617
25.89,-0.025225,-0.459182
25.9,-0.025225,-0.459182
25.91,-0.0298169,-0.445126
25.92,-0.0298169,-0.445126
